# t Temp Pres Epot Etot
1.800000 1.996559 29.819393 -2665.020798 -1167.601738
1.850000 2.021342 27.871357 -2829.786473 -1313.780085
1.900000 1.981950 29.272414 -2703.368050 -1216.905467
1.950000 1.992062 28.819953 -2748.906419 -1254.860238
2.000000 2.004354 28.786491 -2747.245486 -1243.980060
2.050000 2.008434 28.090096 -2815.100341 -1308.774537
2.100000 2.005319 28.809835 -2751.987548 -1247.998060
2.150000 2.008913 29.083354 -2726.548781 -1219.864240
2.200000 2.020623 29.256572 -2711.828692 -1196.361222
2.250000 1.980127 28.343629 -2787.268355 -1302.173028
2.300000 2.015189 29.030029 -2729.844541 -1218.452556
2.350000 1.992267 28.642425 -2760.238434 -1266.038349
2.400000 1.994965 28.534762 -2774.013621 -1277.789676
2.450000 2.007605 29.038153 -2729.222102 -1223.518270
2.500000 2.002082 29.350912 -2699.960964 -1198.399132
2.550000 2.001613 28.409125 -2782.318979 -1281.109182
2.600000 1.981334 28.833871 -2743.101279 -1257.101035
2.650000 2.012652 28.587580 -2766.676886 -1257.187837
2.700000 1.983849 28.561180 -2770.284014 -1282.397536
2.750000 1.992926 29.142953 -2718.652860 -1223.958462
2.800000 2.018055 28.154605 -2804.779447 -1291.238125
2.850000 1.989273 28.521550 -2771.648885 -1279.693873
2.900000 2.023482 29.431439 -2691.582487 -1173.970613
2.950000 1.998107 28.510421 -2776.118523 -1277.537945
3.000000 1.968767 29.515228 -2685.005408 -1208.429975
3.050000 2.019061 28.782633 -2753.961982 -1239.666579
3.100000 1.998721 29.359804 -2702.136087 -1203.095630
3.150000 2.006375 29.668350 -2673.057853 -1168.276914
3.200000 2.006542 28.359153 -2790.443160 -1285.536986
3.250000 1.995991 28.728955 -2758.704709 -1261.711471
3.300000 1.990223 29.604004 -2680.051904 -1187.384481
3.350000 2.007713 28.832606 -2748.650525 -1242.865716
3.400000 2.012567 28.828640 -2752.626445 -1243.201506
3.450000 1.988489 27.662343 -2846.806622 -1355.439500
3.500000 1.973228 28.756156 -2751.221410 -1271.300330
3.550000 2.029230 29.334304 -2705.072398 -1183.149835
3.600000 2.008787 29.200636 -2718.231007 -1211.640449
3.650000 1.989047 29.363385 -2699.444611 -1207.659071
3.700000 1.994892 29.082524 -2725.446311 -1229.277461
3.750000 2.012926 29.460804 -2698.503584 -1188.808922
3.800000 1.993870 28.394044 -2789.078395 -1293.675737
3.850000 2.015541 29.109446 -2724.411702 -1212.756028
3.900000 1.996823 28.790728 -2755.795679 -1258.178594
3.950000 2.012947 28.337543 -2793.698082 -1283.988138
4.000000 2.008299 29.175736 -2717.023912 -1210.799455
4.050000 1.977598 28.320410 -2787.697932 -1304.499718
4.100000 2.002144 29.160831 -2716.270716 -1214.662892
4.150000 1.985041 28.880376 -2745.506396 -1256.725793
4.200000 1.999711 28.712379 -2759.163122 -1259.379534
4.250000 1.986833 28.457788 -2782.403379 -1292.278733
4.300000 1.986459 28.262555 -2792.323800 -1302.479449
4.350000 1.989272 29.381689 -2699.818803 -1207.865074
4.400000 1.998321 28.416122 -2785.548572 -1286.807598
4.450000 1.974888 28.979888 -2730.383837 -1249.217757
4.500000 2.020680 28.842836 -2747.405591 -1231.895345
4.550000 1.979312 29.214766 -2708.594393 -1224.110646
4.600000 1.983445 28.710435 -2761.686422 -1274.102570
4.650000 2.009861 28.711418 -2755.269590 -1247.873980
4.700000 1.991523 28.313971 -2790.377596 -1296.735563
4.750000 1.992768 28.124371 -2809.625313 -1315.049315
4.800000 1.967271 29.481436 -2689.482094 -1214.029095
4.850000 1.997820 29.564556 -2682.363809 -1183.999016
4.900000 2.037234 28.667103 -2765.209153 -1237.283512
4.950000 2.013014 29.147964 -2716.881877 -1207.121701
5.000000 1.993113 28.352170 -2789.370411 -1294.535460
5.050000 1.995285 28.417315 -2780.982572 -1284.518780
5.100000 2.009162 28.632174 -2766.998986 -1260.127445
5.150000 2.006089 28.637892 -2761.270466 -1256.703974
5.200000 1.960616 28.326486 -2787.094866 -1316.632621
5.250000 1.996752 29.106040 -2718.762871 -1221.199089
5.300000 1.984523 29.409998 -2693.098951 -1204.706891
5.350000 1.997771 29.443576 -2692.222378 -1193.893934
5.400000 2.007761 28.576485 -2766.103974 -1260.283452
5.450000 1.995460 28.446245 -2775.490685 -1278.895522
5.500000 1.971397 27.947174 -2823.070417 -1344.522394
5.550000 2.017143 28.857702 -2748.611395 -1235.753837
5.600000 1.983572 29.126489 -2721.125491 -1233.446841
5.650000 1.988866 29.264186 -2709.529619 -1217.880222
5.700000 1.984639 29.166305 -2714.254824 -1225.775404
5.750000 2.000898 28.851179 -2745.400881 -1244.727034
5.800000 1.994568 29.244017 -2714.368536 -1218.442559
5.850000 2.028675 29.129958 -2723.161474 -1201.655187
5.900000 1.972117 28.126118 -2805.912786 -1326.825015
5.950000 2.007845 28.884146 -2742.112479 -1236.228587
6.000000 2.001193 28.023025 -2819.056777 -1318.162362
6.050000 1.998265 29.440824 -2693.904484 -1195.205952
6.100000 1.998202 29.546480 -2683.394616 -1184.742879
6.150000 2.024671 29.674181 -2676.810234 -1158.306907
6.200000 2.015242 27.917830 -2829.296743 -1317.865376
6.250000 1.978568 28.621320 -2762.099387 -1278.173693
6.300000 1.977345 28.567791 -2770.987444 -1287.978888
6.350000 2.026346 29.581107 -2687.970373 -1168.210777
6.400000 1.998111 28.812320 -2745.810512 -1247.227628
6.450000 2.017507 27.932090 -2826.719163 -1313.589207
6.500000 1.985217 28.676953 -2753.908120 -1264.995446
6.550000 1.959925 30.227223 -2623.925295 -1153.981796
6.600000 2.012417 30.288732 -2624.915671 -1115.603265
6.650000 2.005518 28.996258 -2731.429229 -1227.290644
6.700000 2.016596 27.304004 -2884.190717 -1371.743986
6.750000 1.990113 28.094423 -2810.505154 -1317.920137
6.800000 1.979425 29.374732 -2695.925810 -1211.356746
6.850000 2.014604 29.495996 -2689.884496 -1178.931409
6.900000 1.984813 29.353487 -2705.889606 -1217.280097
6.950000 2.011003 29.095915 -2723.065951 -1214.813716
7.000000 1.979308 28.950032 -2735.068341 -1250.587458
7.050000 2.006227 29.382508 -2700.184135 -1195.513640
7.100000 1.975179 28.890527 -2741.122372 -1259.738178
7.150000 1.978190 28.914960 -2742.576236 -1258.933687
7.200000 1.995777 29.167673 -2720.811916 -1223.978845
7.250000 2.008406 29.114861 -2724.826050 -1218.521193
7.300000 2.011054 28.252615 -2797.254749 -1288.964144
7.350000 1.981456 28.407744 -2785.509506 -1299.417501
7.400000 1.971326 29.059254 -2724.307061 -1245.812814
7.450000 1.995601 29.998005 -2650.621190 -1153.920328
7.500000 1.987711 17.378157 -2998.748311 -1507.965403
7.550000 1.998343 18.281039 -2917.191345 -1418.434065
7.600000 2.004035 18.048317 -2937.259824 -1434.233409
7.650000 1.970861 19.096138 -2845.858403 -1367.712465
7.700000 2.018485 17.622506 -2979.955789 -1466.091691
7.750000 2.012192 17.481908 -2985.642149 -1476.498491
7.800000 1.994277 17.216183 -3016.415412 -1520.707858
7.850000 2.002137 17.462144 -2990.512277 -1488.909490
7.900000 2.001730 17.427801 -2993.402867 -1492.105739
7.950000 1.994534 17.035593 -3032.828537 -1536.928265
8.000000 2.016135 18.044024 -2935.091195 -1422.989789
8.050000 1.973105 18.259719 -2910.329674 -1430.500728
8.100000 2.005155 18.000491 -2945.529216 -1441.662750
8.150000 2.021398 17.828978 -2954.224507 -1438.175912
8.200000 1.990942 17.392466 -2998.501449 -1505.294687
8.250000 2.003707 17.951905 -2948.591677 -1445.811350
8.300000 1.991121 17.978015 -2941.986682 -1448.646054
8.350000 2.007806 17.364555 -2997.591250 -1491.736533
8.400000 1.971460 17.728243 -2967.351768 -1488.756417
8.450000 2.012818 17.599012 -2983.309559 -1473.696338
8.500000 1.993049 17.784222 -2959.792694 -1465.005922
8.550000 2.015450 18.405277 -2908.496767 -1396.909096
8.600000 2.001574 18.644484 -2885.169680 -1383.989079
8.650000 1.998056 18.198057 -2923.108636 -1424.566656
8.700000 2.013049 18.017568 -2936.697663 -1426.910932
8.750000 1.977097 17.385683 -2995.572419 -1512.749443
8.800000 2.010873 17.842264 -2960.140568 -1451.985969
8.850000 2.009396 18.184345 -2919.842163 -1412.794903
8.900000 2.014403 17.263077 -3010.162429 -1499.359943
8.950000 1.973071 17.281026 -3005.335890 -1525.532422
9.000000 1.997904 17.906136 -2948.120077 -1449.692078
9.050000 2.011530 16.831545 -3045.607368 -1536.959931
9.100000 1.997133 17.463183 -2985.318807 -1487.469221
9.150000 1.981374 17.459887 -2989.771547 -1503.741410
9.200000 2.006410 17.370884 -3007.593971 -1502.786839
9.250000 2.012447 17.480836 -2993.356602 -1484.021295
9.300000 1.985016 17.837585 -2956.288671 -1467.526708
9.350000 2.011981 18.361572 -2912.458904 -1403.472973
9.400000 2.000180 16.790393 -3055.863260 -1555.728617
9.450000 1.990292 17.266232 -3008.911337 -1516.192698
9.500000 1.985950 17.555160 -2985.101092 -1495.638494
9.550000 2.016927 18.467725 -2895.437933 -1382.742422
9.600000 1.999880 18.092758 -2930.869652 -1430.959546
9.650000 2.001362 18.140990 -2930.725032 -1429.703766
9.700000 2.015221 18.143265 -2931.614282 -1420.198374
9.750000 2.012885 17.813019 -2959.914567 -1450.250529
9.800000 2.005936 17.496089 -2990.496228 -1486.044082
9.850000 1.984050 17.347688 -3004.346129 -1516.308582
9.900000 1.999241 17.343251 -3000.690976 -1501.260384
9.950000 2.008912 18.449959 -2895.178753 -1388.494490
10.000000 2.000167 17.896362 -2956.732302 -1456.607031
10.050000 2.002481 16.874935 -3047.869639 -1546.009176
10.100000 1.987752 18.261283 -2912.565978 -1421.752346
10.150000 2.001330 17.851681 -2956.397061 -1455.399442
10.200000 1.995997 17.186907 -3011.137445 -1514.139830
10.250000 1.969893 17.710189 -2969.537673 -1492.118291
10.300000 2.002061 17.783868 -2967.247194 -1465.701579
10.350000 2.015032 18.813183 -2868.802638 -1357.528547
10.400000 1.998498 17.608032 -2978.381778 -1479.508280
10.450000 1.998762 17.454602 -2996.930644 -1497.859473
10.500000 2.018566 18.210455 -2931.019282 -1417.094781
10.550000 1.987359 19.267103 -2823.782165 -1333.263113
10.600000 2.005876 18.324984 -2910.492321 -1406.085210
10.650000 1.986981 17.697896 -2966.286138 -1476.050288
10.700000 2.023205 17.279889 -3015.651344 -1498.247259
10.750000 2.003526 17.144896 -3013.357314 -1510.712915
10.800000 1.994119 18.034563 -2936.628427 -1441.038996
10.850000 1.995996 18.158395 -2922.111800 -1425.115163
10.900000 2.014999 17.674430 -2967.555156 -1456.306094
10.950000 2.004962 17.257931 -3011.151395 -1507.429851
11.000000 1.972716 18.234197 -2917.755894 -1438.218547
11.050000 2.035553 17.946850 -2950.164289 -1423.499766
11.100000 2.002212 17.247109 -3010.509573 -1508.850826
11.150000 1.986123 17.387402 -2994.198531 -1504.605971
11.200000 1.996932 18.289216 -2914.651859 -1416.952788
11.250000 2.008379 18.173884 -2923.567144 -1417.283095
11.300000 2.002372 16.866515 -3048.311723 -1546.532633
11.350000 1.995840 17.837020 -2955.194265 -1458.314291
11.400000 2.007662 17.798183 -2964.934141 -1459.187645
11.450000 1.987665 17.700927 -2975.395007 -1484.646599
11.500000 2.000161 18.022064 -2938.011886 -1437.891010
11.550000 1.997149 17.428067 -2996.442633 -1498.581021
11.600000 1.976790 18.720641 -2880.233764 -1397.641346
11.650000 1.996649 17.953458 -2953.872279 -1456.385688
11.700000 2.026223 18.254775 -2925.116337 -1405.448728
11.750000 1.990311 17.403806 -2997.792993 -1505.059375
11.800000 2.000697 17.670752 -2976.563703 -1476.040822
11.850000 1.999384 17.535049 -2988.183609 -1488.645375
11.900000 1.984076 18.172246 -2929.661236 -1441.604227
11.950000 1.983399 18.421816 -2902.978282 -1415.429004
12.000000 2.004475 18.720249 -2872.941729 -1369.585614
12.050000 2.023733 17.847552 -2960.919495 -1443.119991
12.100000 2.007983 17.344245 -3000.438618 -1494.451378
12.150000 1.997372 16.799633 -3055.335975 -1557.307296
12.200000 1.987839 17.891423 -2947.999265 -1457.119848
12.250000 1.995437 18.057976 -2939.409719 -1442.832005
12.300000 2.015509 18.667336 -2884.056972 -1372.425582
12.350000 1.988690 17.999886 -2943.647472 -1452.129834
12.400000 1.994625 18.343313 -2914.483487 -1418.515082
12.450000 2.006044 17.947633 -2954.422221 -1449.889238
12.500000 2.012553 17.338159 -3007.509414 -1498.094357
12.550000 1.987870 17.201315 -3012.343527 -1521.440986
12.600000 2.003513 17.473783 -2992.388682 -1489.753760
12.650000 1.997036 17.033679 -3027.155041 -1529.377712
12.700000 1.972323 18.174036 -2920.109090 -1440.867205
12.750000 1.983808 18.507080 -2898.587787 -1410.731883
12.800000 1.999641 17.924274 -2955.392243 -1455.661813
12.850000 2.021059 17.883124 -2956.690920 -1440.896940
12.900000 1.989503 18.484118 -2901.365143 -1409.237965
12.950000 2.009334 18.748036 -2876.271430 -1369.270780
13.000000 2.002448 18.510833 -2891.835323 -1389.998960
13.050000 2.016404 16.264154 -3104.894954 -1592.591974
13.100000 1.972340 16.923912 -3043.295800 -1564.041166
13.150000 1.984404 18.760599 -2866.563414 -1378.260775
13.200000 2.011062 18.629462 -2887.414141 -1379.117858
13.250000 2.011228 18.536725 -2892.542192 -1384.120892
13.300000 2.012852 18.068596 -2938.126733 -1428.487741
13.350000 2.013877 17.140569 -3019.644368 -1509.236459
13.400000 2.007262 16.084064 -3114.994144 -1609.547481
13.450000 1.978421 17.478446 -2982.968916 -1499.153240
13.500000 1.984780 17.763269 -2966.115041 -1477.529955
13.550000 2.002532 17.600172 -2984.907448 -1483.008388
13.600000 1.989693 17.779938 -2964.498147 -1472.228549
13.650000 1.997927 17.796230 -2961.707007 -1463.261428
13.700000 2.008466 17.771265 -2961.447380 -1455.097687
13.750000 1.978157 17.807018 -2959.852038 -1476.234112
13.800000 1.978570 17.981951 -2939.924476 -1455.997208
13.850000 1.990163 17.923789 -2953.438837 -1460.816896
13.900000 2.005455 17.980009 -2945.481202 -1441.390025
13.950000 1.983814 18.544083 -2889.208374 -1401.348239
14.000000 2.022786 17.811159 -2963.397251 -1446.307561
14.050000 2.000452 17.318602 -3003.790845 -1503.451578
14.100000 2.024097 16.622612 -3075.396312 -1557.323559
14.150000 1.995112 17.214295 -3015.105421 -1518.771345
14.200000 2.000546 18.022355 -2941.975509 -1441.566189
14.250000 2.005408 18.346279 -2910.222200 -1406.166445
14.300000 1.972303 18.129109 -2926.929576 -1447.701992
14.350000 2.016513 18.405703 -2901.587409 -1389.202893
14.400000 2.024099 17.663134 -2970.589769 -1452.515278
14.450000 2.001766 17.147437 -3017.202575 -1515.878078
14.500000 1.992320 17.753504 -2964.664765 -1470.424593
14.550000 2.015130 17.896203 -2949.452850 -1438.105298
14.600000 2.022765 18.085013 -2928.475674 -1411.401641
14.650000 1.987214 16.822384 -3046.485181 -1556.074979
14.700000 1.989612 17.937185 -2942.108792 -1449.899655
14.750000 2.006581 17.555132 -2980.127849 -1475.192107
14.800000 1.994072 17.639701 -2970.260068 -1474.706342
14.850000 2.024095 16.716940 -3056.827894 -1538.756491
14.900000 1.980210 17.437876 -2992.679156 -1507.521383
14.950000 1.994326 18.076228 -2935.426999 -1439.682297
15.000000 1.988216 15.639238 -2474.479578 -983.317395
15.050000 1.998013 14.576816 -2578.539827 -1080.030073
15.100000 1.981771 15.245252 -2511.885044 -1025.556769
15.150000 2.003888 15.374953 -2511.165484 -1008.249629
15.200000 1.995892 15.151203 -2528.806097 -1031.887378
15.250000 1.992438 15.297957 -2512.752280 -1018.424136
15.300000 2.017408 15.283471 -2520.245758 -1007.189504
15.350000 1.985650 14.921063 -2559.705261 -1070.467407
15.400000 2.023979 14.740922 -2580.631932 -1062.647410
15.450000 1.985731 15.289586 -2513.967086 -1024.668633
15.500000 2.008955 15.245587 -2522.400192 -1015.683698
15.550000 1.997559 15.256606 -2513.075198 -1014.905999
15.600000 2.002709 14.349467 -2617.737465 -1115.705556
15.650000 1.998462 14.512280 -2599.458091 -1100.611227
15.700000 1.994220 14.877029 -2562.000441 -1066.335748
15.750000 2.021647 15.525255 -2497.318028 -981.082849
15.800000 1.993574 15.180217 -2531.284614 -1036.103840
15.850000 1.998386 15.216916 -2526.652660 -1027.863177
15.900000 2.017749 15.912794 -2455.090097 -941.778511
15.950000 1.994738 15.556702 -2487.954774 -991.901554
16.000000 2.019692 14.427075 -2603.860406 -1089.091280
16.050000 1.991337 14.521137 -2598.461443 -1104.958736
16.100000 1.996110 14.881237 -2561.523246 -1064.440721
16.150000 1.986474 15.067252 -2532.890820 -1043.035304
16.200000 2.003687 14.924904 -2552.501618 -1049.736158
16.250000 1.997316 15.965607 -2451.578712 -953.591881
16.300000 2.004680 15.659545 -2482.559115 -979.049330
16.350000 1.997052 15.465206 -2499.487658 -1001.698575
16.400000 2.014323 14.660055 -2579.476215 -1068.733705
16.450000 1.997654 14.223285 -2624.572676 -1126.332300
16.500000 1.985372 14.974449 -2555.447481 -1066.418844
16.550000 1.956297 15.589134 -2479.719195 -1012.496575
16.600000 1.978425 15.463168 -2491.227199 -1007.408651
16.650000 2.014618 14.744604 -2571.575647 -1060.611927
16.700000 1.986231 15.148580 -2536.451870 -1046.778474
16.750000 2.007707 15.255284 -2528.843247 -1023.063183
16.800000 2.005895 15.246365 -2526.905930 -1022.484330
16.850000 2.004571 15.392213 -2511.285275 -1007.857256
16.900000 1.989602 15.595129 -2497.971057 -1005.769357
16.950000 2.001342 14.918736 -2561.974153 -1060.967871
17.000000 1.997991 15.455948 -2500.531536 -1002.038044
17.050000 2.012908 13.997034 -2643.902628 -1134.221551
17.100000 2.000119 14.377158 -2598.722052 -1098.632698
17.150000 1.991558 15.025646 -2540.654061 -1046.985732
17.200000 1.998481 14.770506 -2563.589637 -1064.728838
17.250000 1.992272 15.002200 -2543.482339 -1049.277976
17.300000 2.002910 15.000901 -2544.703645 -1042.521073
17.350000 2.015589 15.104199 -2535.332982 -1023.640958
17.400000 2.005795 15.571322 -2487.176961 -982.831001
17.450000 1.985657 15.637820 -2482.716315 -993.473498
17.500000 1.992329 15.601554 -2482.371694 -988.125061
17.550000 2.011773 15.194392 -2519.380076 -1010.550463
17.600000 1.989935 15.244897 -2516.098626 -1023.647046
17.650000 1.988658 15.858931 -2448.391912 -956.898531
17.700000 2.007378 15.322799 -2510.586819 -1005.053043
17.750000 1.995343 15.097422 -2533.762739 -1037.255328
17.800000 1.986715 15.363989 -2505.641719 -1015.605752
17.850000 1.987084 15.230436 -2530.961681 -1040.648597
17.900000 2.014162 15.599775 -2493.646710 -983.024872
17.950000 2.002950 15.539066 -2488.961203 -986.748705
18.000000 2.030580 14.948716 -2547.536118 -1024.601369
18.050000 1.974214 15.282247 -2513.826194 -1033.165824
18.100000 1.996620 15.466569 -2494.167429 -996.702077
18.150000 1.999472 15.144608 -2537.530882 -1037.927232
18.200000 2.004384 15.423747 -2507.524333 -1004.236574
18.250000 1.996892 16.619365 -2382.981639 -885.312691
18.300000 2.019489 15.654954 -2484.893034 -970.276658
18.350000 2.006946 16.036947 -2442.516794 -937.307021
18.400000 1.996531 14.913245 -2556.603209 -1059.204959
18.450000 1.984050 15.270509 -2529.562460 -1041.524694
18.500000 2.004915 15.215000 -2535.795194 -1032.108611
18.550000 1.998439 15.377792 -2517.138430 -1018.308925
18.600000 2.028116 15.190566 -2523.214664 -1002.127604
18.650000 2.009967 15.560780 -2488.435185 -980.960275
18.700000 1.985852 15.799452 -2458.876428 -969.487352
18.750000 1.991561 14.447188 -2600.966440 -1107.295319
18.800000 2.005661 15.084551 -2537.976434 -1033.730975
18.850000 2.002709 15.449419 -2501.435726 -999.404224
18.900000 2.008329 15.151309 -2533.295332 -1027.048870
18.950000 1.983160 15.406634 -2502.652919 -1015.283246
19.000000 2.002511 15.537801 -2493.561473 -991.678471
19.050000 1.986488 15.432700 -2493.124932 -1003.259258
19.100000 2.031065 15.179993 -2528.846132 -1005.547574
19.150000 2.014201 15.766093 -2465.742955 -955.092158
19.200000 1.996122 16.051515 -2442.723741 -945.632399
19.250000 1.988489 16.491613 -2393.994534 -902.627428
19.300000 2.014367 15.226495 -2526.262081 -1015.486516
19.350000 1.982114 15.342917 -2510.188114 -1023.602295
19.400000 2.022624 15.202937 -2528.304139 -1011.335864
19.450000 1.976615 15.931877 -2442.024835 -959.563538
19.500000 1.998793 15.727481 -2473.290005 -974.195094
19.550000 1.996589 15.244250 -2523.941558 -1026.500126
19.600000 1.996429 14.762679 -2567.367460 -1070.045600
19.650000 2.007862 14.941544 -2554.655463 -1048.759166
19.700000 2.002977 14.793086 -2567.843108 -1065.610373
19.750000 2.010459 14.667340 -2577.656219 -1069.811914
19.800000 2.011480 14.273750 -2614.840703 -1106.230957
19.850000 1.974200 14.806700 -2565.527278 -1084.877389
19.900000 2.016117 15.882833 -2461.646563 -949.558725
19.950000 2.001020 14.716458 -2578.095588 -1077.330889
20.000000 1.988700 15.128739 -2535.378283 -1043.853356
20.050000 1.999950 15.167620 -2534.149345 -1034.186699
20.100000 1.996782 14.981031 -2544.921285 -1047.335078
20.150000 2.008243 14.529135 -2583.105829 -1076.923761
20.200000 2.006535 14.474271 -2590.418491 -1085.517066
20.250000 1.990245 14.908937 -2548.151768 -1055.467874
20.300000 1.992280 15.139758 -2527.012749 -1032.802877
20.350000 2.033058 14.994746 -2547.950559 -1023.157323
20.400000 2.003950 14.508733 -2594.959386 -1091.997250
20.450000 1.991505 15.070671 -2532.511467 -1038.882882
20.500000 2.006500 15.424540 -2508.010668 -1003.135788
20.550000 1.995244 15.003765 -2557.574067 -1061.141020
20.600000 1.991210 14.567395 -2586.685614 -1093.277993
20.650000 2.003737 15.064929 -2532.181939 -1029.379277
20.700000 1.990027 15.637295 -2467.657240 -975.136807
20.750000 1.993164 15.216990 -2514.613279 -1019.740275
20.800000 2.000145 14.855446 -2561.167508 -1061.058833
20.850000 2.008440 14.696400 -2578.203765 -1071.874096
20.900000 2.020510 15.498690 -2492.851818 -977.469066
20.950000 1.971726 15.275575 -2509.813752 -1031.019261
21.000000 1.989386 14.805963 -2571.677165 -1079.637499
21.050000 2.009996 14.699952 -2582.045567 -1074.548560
21.100000 1.994088 14.694392 -2578.558064 -1082.992066
21.150000 1.985727 14.335551 -2610.559862 -1121.264391
21.200000 2.006170 14.096039 -2637.388058 -1132.760929
21.250000 1.978657 14.681215 -2576.853873 -1092.860874
21.300000 1.986292 15.129382 -2538.348073 -1048.629000
21.350000 2.011688 14.674386 -2576.236277 -1067.470318
21.400000 1.999157 14.898897 -2544.657883 -1045.290494
21.450000 2.001130 14.822086 -2555.793682 -1054.946152
21.500000 1.976066 15.349418 -2503.376826 -1021.327382
21.550000 2.007759 14.820863 -2566.045988 -1060.226643
21.600000 2.010086 15.780470 -2458.017052 -950.452925
21.650000 1.997760 15.145744 -2527.795708 -1029.475786
21.700000 2.007421 15.677462 -2476.272324 -970.706366
21.750000 1.988283 15.895072 -2450.963209 -959.750723
21.800000 2.002420 15.606403 -2482.576710 -980.761542
21.850000 2.010175 14.957672 -2551.897623 -1044.266276
21.900000 1.988567 14.310287 -2615.427650 -1124.002627
21.950000 2.008061 15.369308 -2509.581347 -1003.535955
22.000000 1.976972 15.604717 -2487.752438 -1005.023538
22.050000 1.994217 15.125801 -2539.876225 -1044.213333
22.100000 2.008732 15.571585 -2496.052754 -989.503726
22.150000 2.018000 15.577084 -2497.299353 -983.799123
22.200000 2.005954 14.885744 -2559.150705 -1054.685324
22.250000 1.984577 15.001110 -2539.845015 -1051.412405
22.300000 2.001009 15.014337 -2539.419497 -1038.663070
22.350000 1.997392 15.207426 -2527.247170 -1029.203201
22.400000 1.994364 14.844999 -2568.442918 -1072.669915
22.450000 2.013483 14.746439 -2573.026686 -1062.914209
22.500000 2.001878 9.168706 -2517.983251 -1016.574755
22.550000 2.010603 9.173828 -2516.711184 -1008.759077
22.600000 1.987877 9.510412 -2476.068364 -985.160609
22.650000 1.991683 9.352576 -2495.781799 -1002.019397
22.700000 2.005182 9.324066 -2498.484367 -994.598184
22.750000 1.990175 9.101343 -2519.483555 -1026.852059
22.800000 2.006225 8.973085 -2525.997996 -1021.329302
22.850000 1.998338 8.300287 -2589.212715 -1090.459183
22.900000 1.996901 9.118661 -2504.033678 -1006.358021
22.950000 2.008190 9.221353 -2509.684605 -1003.542222
23.000000 1.996071 9.111683 -2515.422953 -1018.369415
23.050000 2.000090 8.923133 -2527.415462 -1027.347684
23.100000 1.994087 8.194120 -2609.952534 -1114.387053
23.150000 1.994959 8.891738 -2533.721952 -1037.502743
23.200000 2.001647 9.627674 -2455.108965 -953.873954
23.250000 2.005111 9.058303 -2516.404061 -1012.571177
23.300000 1.999467 9.275323 -2487.197945 -987.597389
23.350000 1.992813 9.123875 -2509.531141 -1014.921550
23.400000 1.984990 9.635269 -2461.392611 -972.650085
23.450000 2.024949 9.750011 -2446.681255 -927.969376
23.500000 1.999812 8.518358 -2583.076516 -1083.217802
23.550000 1.989977 9.393704 -2490.014375 -997.531546
23.600000 2.006513 9.844576 -2446.577482 -941.692539
23.650000 2.011284 8.482728 -2592.574905 -1084.112213
23.700000 1.979538 8.880903 -2538.612578 -1053.959398
23.750000 1.985742 9.141045 -2522.827224 -1033.520549
23.800000 2.006296 9.704057 -2463.808644 -959.086458
23.850000 1.988322 9.032065 -2546.104313 -1054.863188
23.900000 2.000626 10.190756 -2424.174844 -923.705646
23.950000 2.006233 9.600982 -2481.825174 -977.150621
24.000000 2.000380 9.068754 -2524.943752 -1024.658585
24.050000 2.013609 8.710068 -2564.884423 -1054.677625
24.100000 1.999856 9.064514 -2523.811810 -1023.919612
24.150000 2.007040 8.615115 -2570.797076 -1065.517117
24.200000 2.000061 8.870265 -2536.209075 -1036.163571
24.250000 2.000988 8.446633 -2591.115186 -1090.374007
24.300000 2.003858 9.088282 -2530.202493 -1027.308896
24.350000 1.987638 9.422651 -2496.114908 -1005.386164
24.400000 1.992766 9.843922 -2449.072028 -954.497623
24.450000 2.017408 9.098922 -2532.376625 -1019.320470
24.500000 1.986826 9.169882 -2510.949864 -1020.830212
24.550000 2.013961 9.403229 -2485.600160 -975.129704
24.600000 2.012944 9.421225 -2488.828093 -979.119823
24.650000 1.965025 9.788294 -2445.878603 -972.109566
24.700000 2.023478 8.966242 -2533.180281 -1015.571837
24.750000 1.999522 9.164320 -2506.169971 -1006.528237
24.800000 2.010537 9.208753 -2506.704052 -998.801144
24.850000 2.003729 9.044075 -2523.072422 -1020.275305
24.900000 2.003465 8.621845 -2570.347263 -1067.748362
24.950000 1.980249 8.264781 -2603.744787 -1118.558060
25.000000 2.024434 8.973204 -2531.241084 -1012.915663
25.050000 1.988484 8.663027 -2567.169588 -1075.806224
25.100000 2.017241 9.332330 -2488.044537 -975.113422
25.150000 1.993699 8.583381 -2580.378283 -1085.103969
25.200000 1.993375 9.017073 -2529.810210 -1034.779215
25.250000 1.983103 9.249623 -2505.827736 -1018.500652
25.300000 2.005512 9.716108 -2454.626869 -950.493221
25.350000 1.997692 9.604870 -2462.993979 -964.725014
25.400000 2.013527 9.025814 -2529.925449 -1019.780288
25.450000 2.008910 8.781670 -2554.998023 -1048.315722
25.500000 1.991234 9.060678 -2520.877221 -1027.451718
25.550000 1.986844 9.503654 -2478.655902 -988.523228
25.600000 2.021883 9.397355 -2492.913719 -976.501506
25.650000 1.990828 8.898453 -2531.485589 -1038.364605
25.700000 1.985122 8.983167 -2524.953447 -1036.112204
25.750000 1.989304 9.301063 -2494.170684 -1002.193033
25.800000 2.012504 9.314222 -2493.760414 -984.382244
25.850000 1.991196 9.127450 -2512.449619 -1019.052350
25.900000 1.996820 9.763354 -2440.190947 -942.576048
25.950000 1.994963 9.345974 -2490.555198 -994.333170
